COM;REG;DEP;NCC;NCCENR;LIBELLE
78311;11;78;HOUILLES;Houilles;Houilles
78314;11;78;ISSOU;Issou;Issou
78317;11;78;JAMBVILLE;Jambville;Jambville
78320;11;78;NOTRE DAME DE LA MER;Notre-Dame-de-la-Mer;Notre-Dame-de-la-Mer
78321;11;78;JOUARS PONTCHARTRAIN;Jouars-Pontchartrain;Jouars-Pontchartrain
78322;11;78;JOUY EN JOSAS;Jouy-en-Josas;Jouy-en-Josas
78324;11;78;JOUY MAUVOISIN;Jouy-Mauvoisin;Jouy-Mauvoisin
78325;11;78;JUMEAUVILLE;Jumeauville;Jumeauville
78327;11;78;JUZIERS;Juziers;Juziers
78329;11;78;LAINVILLE EN VEXIN;Lainville-en-Vexin;Lainville-en-Vexin
78334;11;78;LEVIS SAINT NOM;Lévis-Saint-Nom;Lévis-Saint-Nom
78335;11;78;LIMAY;Limay;Limay
78337;11;78;LIMETZ VILLEZ;Limetz-Villez;Limetz-Villez
78343;11;78;LOGES EN JOSAS;Loges-en-Josas;Les Loges-en-Josas
78344;11;78;LOMMOYE;Lommoye;Lommoye
78346;11;78;LONGNES;Longnes;Longnes
78349;11;78;LONGVILLIERS;Longvilliers;Longvilliers
78350;11;78;LOUVECIENNES;Louveciennes;Louveciennes
78354;11;78;MAGNANVILLE;Magnanville;Magnanville
78356;11;78;MAGNY LES HAMEAUX;Magny-les-Hameaux;Magny-les-Hameaux
78358;11;78;MAISONS LAFFITTE;Maisons-Laffitte;Maisons-Laffitte
78361;11;78;MANTES LA JOLIE;Mantes-la-Jolie;Mantes-la-Jolie
78362;11;78;MANTES LA VILLE;Mantes-la-Ville;Mantes-la-Ville
78364;11;78;MARCQ;Marcq;Marcq
78366;11;78;MAREIL LE GUYON;Mareil-le-Guyon;Mareil-le-Guyon
78367;11;78;MAREIL MARLY;Mareil-Marly;Mareil-Marly
78368;11;78;MAREIL SUR MAULDRE;Mareil-sur-Mauldre;Mareil-sur-Mauldre
78372;11;78;MARLY LE ROI;Marly-le-Roi;Marly-le-Roi
78380;11;78;MAULE;Maule;Maule
78381;11;78;MAULETTE;Maulette;Maulette
78382;11;78;MAURECOURT;Maurecourt;Maurecourt
78383;11;78;MAUREPAS;Maurepas;Maurepas
78384;11;78;MEDAN;Médan;Médan
78385;11;78;MENERVILLE;Ménerville;Ménerville
78389;11;78;MERE;Méré;Méré
78391;11;78;MERICOURT;Méricourt;Méricourt
78396;11;78;MESNIL LE ROI;Mesnil-le-Roi;Le Mesnil-le-Roi
78397;11;78;MESNIL SAINT DENIS;Mesnil-Saint-Denis;Le Mesnil-Saint-Denis
78398;11;78;MESNULS;Mesnuls;Les Mesnuls
78401;11;78;MEULAN EN YVELINES;Meulan-en-Yvelines;Meulan-en-Yvelines
78402;11;78;MEZIERES SUR SEINE;Mézières-sur-Seine;Mézières-sur-Seine
78403;11;78;MEZY SUR SEINE;Mézy-sur-Seine;Mézy-sur-Seine
78404;11;78;MILLEMONT;Millemont;Millemont
78406;11;78;MILON LA CHAPELLE;Milon-la-Chapelle;Milon-la-Chapelle
78407;11;78;MITTAINVILLE;Mittainville;Mittainville
78410;11;78;MOISSON;Moisson;Moisson
78413;11;78;MONDREVILLE;Mondreville;Mondreville
78415;11;78;MONTAINVILLE;Montainville;Montainville
78416;11;78;MONTALET LE BOIS;Montalet-le-Bois;Montalet-le-Bois
78417;11;78;MONTCHAUVET;Montchauvet;Montchauvet
78418;11;78;MONTESSON;Montesson;Montesson
78420;11;78;MONTFORT L AMAURY;Montfort-l'Amaury;Montfort-l'Amaury
78423;11;78;MONTIGNY LE BRETONNEUX;Montigny-le-Bretonneux;Montigny-le-Bretonneux
78431;11;78;MORAINVILLIERS;Morainvilliers;Morainvilliers
78437;11;78;MOUSSEAUX SUR SEINE;Mousseaux-sur-Seine;Mousseaux-sur-Seine
78439;11;78;MULCENT;Mulcent;Mulcent
78440;11;78;MUREAUX;Mureaux;Les Mureaux
78442;11;78;NEAUPHLE LE CHATEAU;Neauphle-le-Château;Neauphle-le-Château
78443;11;78;NEAUPHLE LE VIEUX;Neauphle-le-Vieux;Neauphle-le-Vieux
78444;11;78;NEAUPHLETTE;Neauphlette;Neauphlette
78451;11;78;NEZEL;Nézel;Nézel
78455;11;78;NOISY LE ROI;Noisy-le-Roi;Noisy-le-Roi
78460;11;78;OINVILLE SUR MONTCIENT;Oinville-sur-Montcient;Oinville-sur-Montcient
78464;11;78;ORCEMONT;Orcemont;Orcemont
78465;11;78;ORGERUS;Orgerus;Orgerus
78466;11;78;ORGEVAL;Orgeval;Orgeval
78470;11;78;ORPHIN;Orphin;Orphin
78472;11;78;ORSONVILLE;Orsonville;Orsonville
78474;11;78;ORVILLIERS;Orvilliers;Orvilliers
78475;11;78;OSMOY;Osmoy;Osmoy
78478;11;78;PARAY DOUAVILLE;Paray-Douaville;Paray-Douaville
78481;11;78;PECQ;Pecq;Le Pecq
78484;11;78;PERDREAUVILLE;Perdreauville;Perdreauville
78486;11;78;PERRAY EN YVELINES;Perray-en-Yvelines;Le Perray-en-Yvelines
78490;11;78;PLAISIR;Plaisir;Plaisir
78497;11;78;POIGNY LA FORET;Poigny-la-Forêt;Poigny-la-Forêt
78498;11;78;POISSY;Poissy;Poissy
78499;11;78;PONTHEVRARD;Ponthévrard;Ponthévrard
78501;11;78;PORCHEVILLE;Porcheville;Porcheville
78502;11;78;PORT MARLY;Port-Marly;Le Port-Marly
78505;11;78;PRUNAY LE TEMPLE;Prunay-le-Temple;Prunay-le-Temple
78506;11;78;PRUNAY EN YVELINES;Prunay-en-Yvelines;Prunay-en-Yvelines
78513;11;78;QUEUE LES YVELINES;Queue-les-Yvelines;La Queue-les-Yvelines
78516;11;78;RAIZEUX;Raizeux;Raizeux
78517;11;78;RAMBOUILLET;Rambouillet;Rambouillet
78518;11;78;RENNEMOULIN;Rennemoulin;Rennemoulin
78520;11;78;RICHEBOURG;Richebourg;Richebourg
78522;11;78;ROCHEFORT EN YVELINES;Rochefort-en-Yvelines;Rochefort-en-Yvelines
78524;;;ROCQUENCOURT;Rocquencourt;Rocquencourt
78528;11;78;ROLLEBOISE;Rolleboise;Rolleboise
78530;11;78;ROSAY;Rosay;Rosay
78531;11;78;ROSNY SUR SEINE;Rosny-sur-Seine;Rosny-sur-Seine
78536;11;78;SAILLY;Sailly;Sailly
78537;11;78;SAINT ARNOULT EN YVELINES;Saint-Arnoult-en-Yvelines;Saint-Arnoult-en-Yvelines
78545;11;78;SAINT CYR L ECOLE;Saint-Cyr-l'École;Saint-Cyr-l'École
78548;11;78;SAINT FORGET;Saint-Forget;Saint-Forget
78550;11;78;SAINT GERMAIN DE LA GRANGE;Saint-Germain-de-la-Grange;Saint-Germain-de-la-Grange
78551;11;78;SAINT GERMAIN EN LAYE;Saint-Germain-en-Laye;Saint-Germain-en-Laye
78557;11;78;SAINT HILARION;Saint-Hilarion;Saint-Hilarion
78558;11;78;SAINT ILLIERS LA VILLE;Saint-Illiers-la-Ville;Saint-Illiers-la-Ville
78559;11;78;SAINT ILLIERS LE BOIS;Saint-Illiers-le-Bois;Saint-Illiers-le-Bois
78561;11;78;SAINT LAMBERT;Saint-Lambert;Saint-Lambert
78562;11;78;SAINT LEGER EN YVELINES;Saint-Léger-en-Yvelines;Saint-Léger-en-Yvelines
78564;11;78;SAINT MARTIN DE BRETHENCOURT;Saint-Martin-de-Bréthencourt;Saint-Martin-de-Bréthencourt
78565;11;78;SAINT MARTIN DES CHAMPS;Saint-Martin-des-Champs;Saint-Martin-des-Champs
78567;11;78;SAINT MARTIN LA GARENNE;Saint-Martin-la-Garenne;Saint-Martin-la-Garenne
78569;11;78;SAINTE MESME;Sainte-Mesme;Sainte-Mesme
78571;11;78;SAINT NOM LA BRETECHE;Saint-Nom-la-Bretèche;Saint-Nom-la-Bretèche
78575;11;78;SAINT REMY LES CHEVREUSE;Saint-Rémy-lès-Chevreuse;Saint-Rémy-lès-Chevreuse
78576;11;78;SAINT REMY L HONORE;Saint-Rémy-l'Honoré;Saint-Rémy-l'Honoré
78586;11;78;SARTROUVILLE;Sartrouville;Sartrouville
78588;11;78;SAULX MARCHAIS;Saulx-Marchais;Saulx-Marchais
78590;11;78;SENLISSE;Senlisse;Senlisse
78591;11;78;SEPTEUIL;Septeuil;Septeuil
78597;11;78;SOINDRES;Soindres;Soindres
78601;11;78;SONCHAMP;Sonchamp;Sonchamp
78605;11;78;TACOIGNIERES;Tacoignières;Tacoignières
78606;11;78;TARTRE GAUDRAN;Tartre-Gaudran;Le Tartre-Gaudran
78608;11;78;TERTRE SAINT DENIS;Tertre-Saint-Denis;Le Tertre-Saint-Denis
78609;11;78;TESSANCOURT SUR AUBETTE;Tessancourt-sur-Aubette;Tessancourt-sur-Aubette
78615;11;78;THIVERVAL GRIGNON;Thiverval-Grignon;Thiverval-Grignon
78616;11;78;THOIRY;Thoiry;Thoiry
78618;11;78;TILLY;Tilly;Tilly
78620;11;78;TOUSSUS LE NOBLE;Toussus-le-Noble;Toussus-le-Noble
78621;11;78;TRAPPES;Trappes;Trappes
78623;11;78;TREMBLAY SUR MAULDRE;Tremblay-sur-Mauldre;Le Tremblay-sur-Mauldre
78624;11;78;TRIEL SUR SEINE;Triel-sur-Seine;Triel-sur-Seine
78638;11;78;VAUX SUR SEINE;Vaux-sur-Seine;Vaux-sur-Seine
78640;11;78;VELIZY VILLACOUBLAY;Vélizy-Villacoublay;Vélizy-Villacoublay
78642;11;78;VERNEUIL SUR SEINE;Verneuil-sur-Seine;Verneuil-sur-Seine
78643;11;78;VERNOUILLET;Vernouillet;Vernouillet
78644;11;78;VERRIERE;Verrière;La Verrière
78646;11;78;VERSAILLES;Versailles;Versailles
78647;11;78;VERT;Vert;Vert
78650;11;78;VESINET;Vésinet;Le Vésinet
78653;11;78;VICQ;Vicq;Vicq
78655;11;78;VIEILLE EGLISE EN YVELINES;Vieille-Église-en-Yvelines;Vieille-Église-en-Yvelines
78668;11;78;VILLENEUVE EN CHEVRIE;Villeneuve-en-Chevrie;La Villeneuve-en-Chevrie
78672;11;78;VILLENNES SUR SEINE;Villennes-sur-Seine;Villennes-sur-Seine
78674;11;78;VILLEPREUX;Villepreux;Villepreux
78677;11;78;VILLETTE;Villette;Villette
78681;11;78;VILLIERS LE MAHIEU;Villiers-le-Mahieu;Villiers-le-Mahieu
78683;11;78;VILLIERS SAINT FREDERIC;Villiers-Saint-Frédéric;Villiers-Saint-Frédéric
78686;11;78;VIROFLAY;Viroflay;Viroflay
78688;11;78;VOISINS LE BRETONNEUX;Voisins-le-Bretonneux;Voisins-le-Bretonneux
79001;75;79;ABSIE;Absie;L'Absie
79002;75;79;ADILLY;Adilly;Adilly
79003;75;79;AIFFRES;Aiffres;Aiffres
79004;;;AIGONNAY;Aigonnay;Aigonnay
79005;75;79;AIRVAULT;Airvault;Airvault
79005;;;AIRVAULT;Airvault;Airvault
79006;;;ALLEUDS;Alleuds;Les Alleuds
79007;75;79;ALLONNE;Allonne;Allonne
79008;75;79;AMAILLOUX;Amailloux;Amailloux
79009;75;79;AMURE;Amuré;Amuré
79010;75;79;ARCAIS;Arçais;Arçais
79012;75;79;ARDIN;Ardin;Ardin
79013;75;79;ARGENTONNAY;Argentonnay;Argentonnay
79013;;;ARGENTON LES VALLEES;Argenton-les-Vallées;Argenton-les-Vallées
79014;75;79;LORETZ D ARGENTON;Loretz-d'Argenton;Loretz-d'Argenton
79014;;;ARGENTON L EGLISE;Argenton-l'Église;Argenton-l'Église
79015;75;79;ASNIERES EN POITOU;Asnières-en-Poitou;Asnières-en-Poitou
79016;75;79;ASSAIS LES JUMEAUX;Assais-les-Jumeaux;Assais-les-Jumeaux
79018;75;79;AUBIGNE;Aubigné;Aubigné
79019;75;79;AUBIGNY;Aubigny;Aubigny
79020;75;79;AUGE;Augé;Augé
79022;75;79;AVAILLES THOUARSAIS;Availles-Thouarsais;Availles-Thouarsais
79023;75;79;AVON;Avon;Avon
79024;75;79;AZAY LE BRULE;Azay-le-Brûlé;Azay-le-Brûlé
79025;75;79;AZAY SUR THOUET;Azay-sur-Thouet;Azay-sur-Thouet
79026;;;BAGNEUX;Bagneux;Bagneux
79027;;;BATAILLE;Bataille;La Bataille
79028;;;BEAULIEU SOUS BRESSUIRE;Beaulieu-sous-Bressuire;Beaulieu-sous-Bressuire
79029;75;79;BEAULIEU SOUS PARTHENAY;Beaulieu-sous-Parthenay;Beaulieu-sous-Parthenay
79030;75;79;BEAUSSAIS VITRE;Beaussais-Vitré;Beaussais-Vitré
79031;75;79;BEAUVOIR SUR NIORT;Beauvoir-sur-Niort;Beauvoir-sur-Niort
79032;75;79;BECELEUF;Béceleuf;Béceleuf
79033;;;BELLEVILLE;Belleville;Belleville
79034;75;79;BESSINES;Bessines;Bessines
79035;;;BEUGNON;Beugnon;Le Beugnon
79038;75;79;BOISME;Boismé;Boismé
79039;;;BOISSEROLLES;Boisserolles;Boisserolles
79040;75;79;BOISSIERE EN GATINE;Boissière-en-Gâtine;La Boissière-en-Gâtine
79041;;;BORCQ SUR AIRVAULT;Borcq-sur-Airvault;Borcq-sur-Airvault
79042;75;79;BOUGON;Bougon;Bougon
79043;;;BOUILLE LORETZ;Bouillé-Loretz;Bouillé-Loretz
79044;;;BOUILLE SAINT PAUL;Bouillé-Saint-Paul;Bouillé-Saint-Paul
79046;75;79;BOURDET;Bourdet;Le Bourdet
79047;75;79;BOUSSAIS;Boussais;Boussais
79048;75;79;CRECHE;Crèche;La Crèche
79049;75;79;BRESSUIRE;Bressuire;Bressuire
79050;75;79;BRETIGNOLLES;Bretignolles;Bretignolles
79051;;;BREUIL BERNARD;Breuil-Bernard;Le Breuil-Bernard
79052;;;BREUIL CHAUSSEE;Breuil-Chaussée;Breuil-Chaussée
79053;;;BREUIL SOUS ARGENTON;Breuil-sous-Argenton;Le Breuil-sous-Argenton
79054;;;BRIE;Brie;Brie
79055;75;79;BRIEUIL SUR CHIZE;Brieuil-sur-Chizé;Brieuil-sur-Chizé
79056;75;79;BRION PRES THOUET;Brion-près-Thouet;Brion-près-Thouet
79057;75;79;BRIOUX SUR BOUTONNE;Brioux-sur-Boutonne;Brioux-sur-Boutonne
79058;75;79;BRULAIN;Brûlain;Brûlain
79059;75;79;BUSSEAU;Busseau;Le Busseau
79060;75;79;CAUNAY;Caunay;Caunay
79061;75;79;CELLES SUR BELLE;Celles-sur-Belle;Celles-sur-Belle
79061;;;CELLES SUR BELLE;Celles-sur-Belle;Celles-sur-Belle
79062;75;79;CERIZAY;Cerizay;Cerizay
79063;75;79;VAL EN VIGNES;Val en Vignes;Val en Vignes
79063;;;CERSAY;Cersay;Cersay
79064;75;79;FONTIVILLIE;Fontivillié;Fontivillié
79064;;;CHAIL;Chail;Chail
79065;;;CHAMBROUTET;Chambroutet;Chambroutet
79066;75;79;CHAMPDENIERS;Champdeniers;Champdeniers
79068;;;CHANTECORPS;Chantecorps;Chantecorps
79069;75;79;CHANTELOUP;Chanteloup;Chanteloup
79070;75;79;CHAPELLE BATON;Chapelle-Bâton;La Chapelle-Bâton
79071;75;79;CHAPELLE BERTRAND;Chapelle-Bertrand;La Chapelle-Bertrand
79072;;;CHAPELLE GAUDIN;Chapelle-Gaudin;La Chapelle-Gaudin
79073;;;CHAPELLE LARGEAU;Chapelle-Largeau;La Chapelle-Largeau
79074;75;79;CHAPELLE POUILLOUX;Chapelle-Pouilloux;La Chapelle-Pouilloux
79075;;;CHAPELLE SAINT ETIENNE;Chapelle-Saint-Étienne;La Chapelle-Saint-Étienne
79076;75;79;CHAPELLE SAINT LAURENT;Chapelle-Saint-Laurent;La Chapelle-Saint-Laurent
79077;75;79;BEUGNON THIREUIL;Beugnon-Thireuil;Beugnon-Thireuil
79077;;;CHAPELLE THIREUIL;Chapelle-Thireuil;La Chapelle-Thireuil
79078;75;79;PLAINE D ARGENSON;Plaine-d'Argenson;Plaine-d'Argenson
79079;75;79;MAULEON;Mauléon;Mauléon
79080;75;79;CHATILLON SUR THOUET;Châtillon-sur-Thouet;Châtillon-sur-Thouet
79081;75;79;CHAURAY;Chauray;Chauray
79083;75;79;CHEF BOUTONNE;Chef-Boutonne;Chef-Boutonne
79083;;;CHEF BOUTONNE;Chef-Boutonne;Chef-Boutonne
79084;75;79;CHENAY;Chenay;Chenay
79085;75;79;CHERIGNE;Chérigné;Chérigné
79086;75;79;CHERVEUX;Cherveux;Cherveux
79087;75;79;CHEY;Chey;Chey
79088;75;79;CHICHE;Chiché;Chiché
79089;75;79;CHILLOU;Chillou;Le Chillou
79090;75;79;CHIZE;Chizé;Chizé
79091;75;79;CIRIERES;Cirières;Cirières
79092;75;79;CLAVE;Clavé;Clavé
79093;;;CLAZAY;Clazay;Clazay
79094;75;79;CLESSE;Clessé;Clessé
79095;75;79;CLUSSAIS LA POMMERAIE;Clussais-la-Pommeraie;Clussais-la-Pommeraie
79096;75;79;COMBRAND;Combrand;Combrand
79098;;;COUARDE;Couarde;La Couarde
79099;;;COUDRE;Coudre;La Coudre
79100;75;79;COULON;Coulon;Coulon
79101;75;79;COULONGES SUR L AUTIZE;Coulonges-sur-l'Autize;Coulonges-sur-l'Autize
79102;75;79;COULONGES THOUARSAIS;Coulonges-Thouarsais;Coulonges-Thouarsais
79103;75;79;COURLAY;Courlay;Courlay
79104;75;79;COURS;Cours;Cours
79105;75;79;CHATELIERS;Châteliers;Les Châteliers
79105;;;COUTIERES;Coutières;Coutières
79106;75;79;COUTURE D ARGENSON;Couture-d'Argenson;Couture-d'Argenson
79107;;;CREZIERES;Crézières;Crézières
79108;75;79;DOUX;Doux;Doux
79109;75;79;ECHIRE;Échiré;Échiré
79111;75;79;ENSIGNE;Ensigné;Ensigné
79112;75;79;EPANNES;Épannes;Épannes
79113;;;ETUSSON;Étusson;Étusson
79114;75;79;EXIREUIL;Exireuil;Exireuil
79115;75;79;EXOUDUN;Exoudun;Exoudun
79116;75;79;FAYE L ABBESSE;Faye-l'Abbesse;Faye-l'Abbesse
79117;75;79;FAYE SUR ARDIN;Faye-sur-Ardin;Faye-sur-Ardin
79118;75;79;FENERY;Fénery;Fénery
79119;75;79;FENIOUX;Fenioux;Fenioux
79120;75;79;FERRIERE EN PARTHENAY;Ferrière-en-Parthenay;La Ferrière-en-Parthenay
79121;75;79;FOMPERRON;Fomperron;Fomperron
79122;75;79;FONTENILLE SAINT MARTIN D ENTRAIGUES;Fontenille-Saint-Martin-d'Entraigues;Fontenille-Saint-Martin-d'Entraigues
79123;75;79;FORET SUR SEVRE;Forêt-sur-Sèvre;La Forêt-sur-Sèvre
79124;75;79;FORGES;Forges;Les Forges
79125;75;79;FORS;Fors;Fors
79126;75;79;FOSSES;Fosses;Les Fosses
79127;75;79;FOYE MONJAULT;Foye-Monjault;La Foye-Monjault
79128;75;79;FRANCOIS;François;François
79129;75;79;FRESSINES;Fressines;Fressines
79130;75;79;FRONTENAY ROHAN ROHAN;Frontenay-Rohan-Rohan;Frontenay-Rohan-Rohan
79131;75;79;GEAY;Geay;Geay
79132;75;79;GENNETON;Genneton;Genneton
79133;75;79;GERMOND ROUVRE;Germond-Rouvre;Germond-Rouvre
79134;75;79;GLENAY;Glénay;Glénay
79135;75;79;GOURGE;Gourgé;Gourgé
79136;75;79;ALLOINAY;Alloinay;Alloinay
79137;75;79;GRANZAY GRIPT;Granzay-Gript;Granzay-Gript
79139;75;79;GROSEILLERS;Groseillers;Les Groseillers
79140;75;79;VALDELAUME;Valdelaume;Valdelaume
79141;75;79;IRAIS;Irais;Irais
79142;75;79;JUILLE;Juillé;Juillé
79143;;;JUMEAUX;Jumeaux;Les Jumeaux
79144;75;79;JUSCORPS;Juscorps;Juscorps
79145;75;79;LAGEON;Lageon;Lageon
79147;75;79;LARGEASSE;Largeasse;Largeasse
79148;75;79;LEZAY;Lezay;Lezay
79149;75;79;LHOUMOIS;Lhoumois;Lhoumois
79150;75;79;LIMALONGES;Limalonges;Limalonges
79152;75;79;LORIGNE;Lorigné;Lorigné
79153;75;79;LOUBIGNE;Loubigné;Loubigné
79154;75;79;LOUBILLE;Loubillé;Loubillé
79155;;;LOUBLANDE;Loublande;Loublande
79156;75;79;LOUIN;Louin;Louin
79157;75;79;LOUZY;Louzy;Louzy
79158;75;79;LUCHE SUR BRIOUX;Luché-sur-Brioux;Luché-sur-Brioux
79159;75;79;LUCHE THOUARSAIS;Luché-Thouarsais;Luché-Thouarsais
79160;75;79;LUSSERAY;Lusseray;Lusseray
79161;75;79;LUZAY;Luzay;Luzay
79162;75;79;MAGNE;Magné;Magné
79163;75;79;MAIRE LEVESCAULT;Mairé-Levescault;Mairé-Levescault
79164;75;79;MAISONNAY;Maisonnay;Maisonnay
79165;75;79;MAISONTIERS;Maisontiers;Maisontiers
79166;75;79;MARIGNY;Marigny;Marigny
79167;75;79;MARNES;Marnes;Marnes
79168;;;MASSAIS;Massais;Massais
79170;75;79;MAUZE SUR LE MIGNON;Mauzé-sur-le-Mignon;Mauzé-sur-le-Mignon
79171;;;MAUZE THOUARSAIS;Mauzé-Thouarsais;Mauzé-Thouarsais
79172;75;79;MAZIERES EN GATINE;Mazières-en-Gâtine;Mazières-en-Gâtine
79173;;;MAZIERES SUR BERONNE;Mazières-sur-Béronne;Mazières-sur-Béronne
79174;75;79;MELLE;Melle;Melle
79174;;;MELLE;Melle;Melle
79175;75;79;MELLERAN;Melleran;Melleran
79176;75;79;MENIGOUTE;Ménigoute;Ménigoute
79177;75;79;MESSE;Messé;Messé
79178;;;MISSE;Missé;Missé
79179;75;79;MONCOUTANT SUR SEVRE;Moncoutant-sur-Sèvre;Moncoutant-sur-Sèvre
79179;;;MONCOUTANT;Moncoutant;Moncoutant
79180;75;79;MONTALEMBERT;Montalembert;Montalembert
79181;;;MONTIGNE;Montigné;Montigné
79182;;;MONTIGNY;Montigny;Montigny
79183;75;79;MONTRAVERS;Montravers;Montravers
79184;75;79;MOTHE SAINT HERAY;Mothe-Saint-Héray;La Mothe-Saint-Héray
79185;75;79;AIGONDIGNE;Aigondigné;Aigondigné
79185;;;MOUGON;Mougon;Mougon
79186;;;MOULINS;Moulins;Moulins
79187;;;MOUTIERS SOUS ARGENTON;Moutiers-sous-Argenton;Moutiers-sous-Argenton
79188;;;MOUTIERS SOUS CHANTEMERLE;Moutiers-sous-Chantemerle;Moutiers-sous-Chantemerle
79189;75;79;NANTEUIL;Nanteuil;Nanteuil
79190;75;79;NEUVY BOUIN;Neuvy-Bouin;Neuvy-Bouin
79191;75;79;NIORT;Niort;Niort
79192;;;NOIRLIEU;Noirlieu;Noirlieu
79193;;;NOIRTERRE;Noirterre;Noirterre
79195;75;79;NUEIL LES AUBIERS;Nueil-les-Aubiers;Nueil-les-Aubiers
79196;75;79;PLAINE ET VALLEES;Plaine-et-Vallées;Plaine-et-Vallées
79196;;;OIRON;Oiron;Oiron
79197;75;79;OROUX;Oroux;Oroux
79198;75;79;PAIZAY LE CHAPT;Paizay-le-Chapt;Paizay-le-Chapt
79199;;;PAIZAY LE TORT;Paizay-le-Tort;Paizay-le-Tort
79200;75;79;PAMPLIE;Pamplie;Pamplie
79201;75;79;PAMPROUX;Pamproux;Pamproux
79202;75;79;PARTHENAY;Parthenay;Parthenay
79203;75;79;PAS DE JEU;Pas-de-Jeu;Pas-de-Jeu
79204;75;79;PERIGNE;Périgné;Périgné
79205;75;79;PERS;Pers;Pers
79207;75;79;PETITE BOISSIERE;Petite-Boissière;La Petite-Boissière
79208;75;79;PEYRATTE;Peyratte;La Peyratte
79209;75;79;PIERREFITTE;Pierrefitte;Pierrefitte
79210;75;79;PIN;Pin;Le Pin
79212;75;79;PLIBOUX;Pliboux;Pliboux
79213;75;79;POMPAIRE;Pompaire;Pompaire
79215;75;79;POUGNE HERISSON;Pougne-Hérisson;Pougne-Hérisson
79216;75;79;PRAHECQ;Prahecq;Prahecq
79217;75;79;PRAILLES LA COUARDE;Prailles-La Couarde;Prailles-La Couarde
79217;;;PRAILLES;Prailles;Prailles
79218;75;79;PRESSIGNY;Pressigny;Pressigny
79219;;;PRIAIRES;Priaires;Priaires
79220;75;79;PRIN DEYRANCON;Prin-Deyrançon;Prin-Deyrançon
79222;;;PUGNY;Pugny;Pugny
79223;75;79;PUIHARDY;Puihardy;Puihardy
79224;;;PUY SAINT BONNET;Puy-Saint-Bonnet;Le Puy-Saint-Bonnet
79225;75;79;REFFANNES;Reffannes;Reffannes
79226;75;79;RETAIL;Retail;Le Retail
79229;75;79;ROCHENARD;Rochénard;La Rochénard
79230;75;79;ROM;Rom;Rom
79231;75;79;ROMANS;Romans;Romans
79232;;;RONDE;Ronde;La Ronde
79233;;;RORTHAIS;Rorthais;Rorthais
79235;75;79;SAINT AMAND SUR SEVRE;Saint-Amand-sur-Sèvre;Saint-Amand-sur-Sèvre
79236;75;79;SAINT ANDRE SUR SEVRE;Saint-André-sur-Sèvre;Saint-André-sur-Sèvre
79237;;;SAINT AUBIN DE BAUBIGNE;Saint-Aubin-de-Baubigné;Saint-Aubin-de-Baubigné
79238;75;79;SAINT AUBIN DU PLAIN;Saint-Aubin-du-Plain;Saint-Aubin-du-Plain
79239;75;79;SAINT AUBIN LE CLOUD;Saint-Aubin-le-Cloud;Saint-Aubin-le-Cloud
79240;;;SAINTE BLANDINE;Sainte-Blandine;Sainte-Blandine
79241;75;79;SAINT CHRISTOPHE SUR ROC;Saint-Christophe-sur-Roc;Saint-Christophe-sur-Roc
79242;75;79;VOULMENTIN;Voulmentin;Voulmentin
79243;75;79;SAINT COUTANT;Saint-Coutant;Saint-Coutant
79244;75;79;SAINT CYR LA LANDE;Saint-Cyr-la-Lande;Saint-Cyr-la-Lande
79246;75;79;SAINTE EANNE;Sainte-Eanne;Sainte-Eanne
79247;;;SAINT ETIENNE LA CIGOGNE;Saint-Étienne-la-Cigogne;Saint-Étienne-la-Cigogne
79249;75;79;SAINT GELAIS;Saint-Gelais;Saint-Gelais
79250;75;79;SAINTE GEMME;Sainte-Gemme;Sainte-Gemme
79251;75;79;MARCILLE;Marcillé;Marcillé
79252;75;79;SAINT GENEROUX;Saint-Généroux;Saint-Généroux
79253;75;79;SAINT GEORGES DE NOISNE;Saint-Georges-de-Noisné;Saint-Georges-de-Noisné
79254;75;79;SAINT GEORGES DE REX;Saint-Georges-de-Rex;Saint-Georges-de-Rex
79255;75;79;SAINT GERMAIN DE LONGUE CHAUME;Saint-Germain-de-Longue-Chaume;Saint-Germain-de-Longue-Chaume
79256;75;79;SAINT GERMIER;Saint-Germier;Saint-Germier
79257;75;79;SAINT HILAIRE LA PALUD;Saint-Hilaire-la-Palud;Saint-Hilaire-la-Palud
79258;75;79;SAINT JACQUES DE THOUARS;Saint-Jacques-de-Thouars;Saint-Jacques-de-Thouars
79259;75;79;SAINT JEAN DE THOUARS;Saint-Jean-de-Thouars;Saint-Jean-de-Thouars
79260;;;SAINT JOUIN DE MARNES;Saint-Jouin-de-Marnes;Saint-Jouin-de-Marnes
79261;;;SAINT JOUIN DE MILLY;Saint-Jouin-de-Milly;Saint-Jouin-de-Milly
79263;75;79;SAINT LAURS;Saint-Laurs;Saint-Laurs
79264;;;SAINT LEGER DE LA MARTINIERE;Saint-Léger-de-la-Martinière;Saint-Léger-de-la-Martinière
79265;75;79;SAINT LEGER DE MONTBRUN;Saint-Léger-de-Montbrun;Saint-Léger-de-Montbrun
79267;75;79;SAINT LIN;Saint-Lin;Saint-Lin
79268;75;79;SAINT LOUP LAMAIRE;Saint-Loup-Lamairé;Saint-Loup-Lamairé
79269;75;79;SAINT MAIXENT DE BEUGNE;Saint-Maixent-de-Beugné;Saint-Maixent-de-Beugné
79270;75;79;SAINT MAIXENT L ECOLE;Saint-Maixent-l'École;Saint-Maixent-l'École
